id,protocol,repo,provenance,evidence,tier,questions,coverage_real,coverage_paraphrase,coverage_synthetic,rubric_mean_real,rubric_mean_paraphrase,rubric_mean_synthetic,record_chars,synthetic_chars,changed_lines,language
grafana_grafana__121379,independent,grafana/grafana,human,none,substantive,3,0.333333,0,0.333333,1,1,1,158,1544,,
grafana_grafana__121411,independent,grafana/grafana,human,none,trivial,4,0,0,0.75,0,0.25,1.75,112,1281,,
grafana_grafana__121548,independent,grafana/grafana,human,none,trivial,3,0,0,0.666667,0.3333,0,1.3333,122,674,,
grafana_grafana__121570,independent,grafana/grafana,human,none,substantive,4,0,0,0.5,0.75,0.75,1.25,313,1968,,
grafana_grafana__121575,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,0.666667,1,0.6667,1.3333,13792,1265,,
grafana_grafana__121612,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,0.333333,1,1.3333,1.3333,656,804,,
grafana_grafana__121646,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.25,0.25,0.5,0.75,0.75,1.25,1836,1825,,
grafana_grafana__121776,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.333333,0.666667,1.6667,1.3333,1.6667,303,590,,
grafana_grafana__121829,independent,grafana/grafana,human,none,substantive,3,1,1,0.666667,2,2,1.3333,2312,1419,,
grafana_grafana__121870,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0,0.6667,0.6667,1,595,797,,
grafana_grafana__122016,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.3333,1.6667,1,1023,702,,
grafana_grafana__122085,independent,grafana/grafana,human,none,substantive,3,0,0,0.666667,0.3333,0.3333,1.3333,260,1283,,
grafana_grafana__122276,independent,grafana/grafana,human,none,substantive,3,0,0,0.333333,0,0.3333,1.3333,277,1626,,
grafana_grafana__122326,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,0.333333,1.6667,2,1.3333,4642,2225,,
grafana_grafana__122361,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0,1,1,0.3333,742,677,,
grafana_grafana__122431,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,0,2,1.3333,1,10505,1525,,
grafana_grafana__122450,independent,grafana/grafana,human,none,substantive,3,0,0,1,1,1,2,202,1320,,
grafana_grafana__122479,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,1,0,0.6667,2,668,1983,,
grafana_grafana__122549,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,0.333333,1.6667,2,1.3333,493,957,,
grafana_grafana__122556,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,741,1000,,
grafana_grafana__122658,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.666667,1,1,1.3333,358,808,,
grafana_grafana__122666,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,1,1,1.75,2,2,1225,1106,,
grafana_grafana__122677,independent,grafana/grafana,agent,agent-trailer,substantive,4,1,0.75,0.5,2,1.75,1.5,8308,1811,,
grafana_grafana__122719,independent,grafana/grafana,agent,agent-trailer,substantive,4,1,1,0.75,2,2,1.75,8542,1481,,
grafana_grafana__122797,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.25,0.25,0.75,0.5,0.5,1.75,804,1859,,
grafana_grafana__122826,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0,2,2,0.6667,1772,1410,,
grafana_grafana__122873,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.3333,2037,1497,,
grafana_grafana__123047,independent,grafana/grafana,human,none,trivial,3,0,0,1,0.3333,0.6667,2,143,1600,,
grafana_grafana__123076,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,1451,2132,,
grafana_grafana__123166,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.666667,0.6667,1,1.6667,995,1139,,
grafana_grafana__123173,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.5,0.75,1.5,1.25,1.5,444,1629,,
grafana_grafana__123197,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,1743,1767,,
grafana_grafana__123256,independent,grafana/grafana,human,none,substantive,4,0,0,0.5,0.75,0,1,241,1112,,
grafana_grafana__123336,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,544,716,,
grafana_grafana__123362,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,0.666667,1,1.3333,1.3333,495,841,,
grafana_grafana__123373,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,416,964,,
grafana_grafana__123425,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.5,0.5,1,1.5,1.25,2,685,1038,,
grafana_grafana__123430,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.666667,0.6667,0.6667,1.6667,607,1304,,
grafana_grafana__123457,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,0.666667,1,0,1.6667,349,1097,,
grafana_grafana__123492,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,473,688,,
grafana_grafana__123497,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.6667,994,1072,,
grafana_grafana__123498,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.666667,0.6667,0.6667,1.6667,1023,1610,,
grafana_grafana__123555,independent,grafana/grafana,human,none,substantive,3,0.333333,0.333333,0.333333,1,1,1.3333,495,743,,
grafana_grafana__123568,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.666667,0,0.3333,1.3333,375,954,,
grafana_grafana__123577,independent,grafana/grafana,human,none,substantive,4,0,0.25,0.25,0.5,0.5,1,239,1394,,
grafana_grafana__123613,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,3700,1747,,
grafana_grafana__123675,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.75,1,1.5,1.75,2,3200,1719,,
grafana_grafana__123709,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,1,0.75,1.75,2,1.5,2274,1734,,
grafana_grafana__123722,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0,0,1.3333,0.6667,0.6667,19545,2244,,
grafana_grafana__123755,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0,1.6667,1.6667,1,7644,1661,,
grafana_grafana__123793,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.5,0.5,1.75,1.25,1.25,3043,1681,,
grafana_grafana__123797,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.3333,2,2,5472,1884,,
grafana_grafana__123806,independent,grafana/grafana,human,none,substantive,3,0.333333,0.333333,1,0.6667,0.6667,2,257,1367,,
grafana_grafana__123872,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.3333,1.3333,953,1182,,
grafana_grafana__123873,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,1,1.6667,1.6667,2,655,917,,
grafana_grafana__123893,independent,grafana/grafana,agent,agent-trailer,substantive,4,1,1,1,2,2,2,794,1445,,
grafana_grafana__123939,independent,grafana/grafana,human,none,substantive,3,1,0.333333,0.333333,2,1.3333,1,1551,1706,,
grafana_grafana__123977,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,1,2,1.6667,2,600,1460,,
grafana_grafana__123986,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,1,1,1.3333,834,1338,,
grafana_grafana__124046,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.3333,805,1174,,
grafana_grafana__124084,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.25,0.5,0,0.75,1.25,0.75,2338,2251,,
grafana_grafana__124104,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.75,0.5,1.75,1.5,1,8864,2067,,
grafana_grafana__124118,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,2104,1608,,
grafana_grafana__124151,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,0.333333,2,1.3333,1.3333,1989,1964,,
grafana_grafana__124157,independent,grafana/grafana,agent,agent-trailer,substantive,2,0.5,0.5,0.5,1,1,1,334,781,,
grafana_grafana__124162,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0,0,1.3333,452,1551,,
grafana_grafana__124390,independent,grafana/grafana,agent,agent-trailer,empty,3,0,0,1,0,0,2,66,1075,,
grafana_grafana__124425,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0,1,1,1,2116,1233,,
grafana_grafana__124568,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.5,0.25,0.5,1.25,1,1.25,6616,2460,,
grafana_grafana__124593,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.6667,308,598,,
grafana_grafana__124601,independent,grafana/grafana,agent,agent-trailer,trivial,3,0,0,1,0,0,2,124,719,,
grafana_grafana__124625,independent,grafana/grafana,human,none,trivial,3,0,0,0,0,0,0.3333,110,621,,
grafana_grafana__124725,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.333333,0.666667,1.3333,1,1.3333,372,856,,
grafana_grafana__124727,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.5,0.75,0.75,1,1.5,1.5,832,1330,,
grafana_grafana__124732,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,358,891,,
grafana_grafana__124774,independent,grafana/grafana,human,none,trivial,3,0,0,1,0,0,2,89,1607,,
grafana_grafana__124842,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,1,0.5,1.5,2,1.5,2473,2078,,
grafana_grafana__124844,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.5,0.75,1.75,1.25,1.5,3727,1782,,
grafana_grafana__124968,independent,grafana/grafana,human,none,trivial,3,0,0,0.333333,0.3333,0.3333,1.3333,125,821,,
grafana_grafana__125010,independent,grafana/grafana,human,none,trivial,3,0,0,0,0,0,0.3333,86,647,,
grafana_grafana__125013,independent,grafana/grafana,human,none,empty,3,0,0,0,0,0.3333,0.3333,55,490,,
grafana_grafana__125303,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,1,1,1.3333,2,836,1496,,
grafana_grafana__125316,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,0.333333,1.3333,1.6667,0.6667,551,1250,,
grafana_grafana__125319,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,922,1383,,
grafana_grafana__125365,independent,grafana/grafana,human,none,empty,3,0,0,0.333333,0,0,1,41,1846,,
grafana_grafana__125550,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,3693,1553,,
grafana_grafana__125661,independent,grafana/grafana,human,none,trivial,3,0,0,1,0,0,2,123,1717,,
grafana_grafana__125716,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.666667,0.6667,0.6667,1.3333,428,1167,,
grafana_grafana__125719,independent,grafana/grafana,human,none,substantive,4,0.25,0,0.5,0.75,0.25,1,3834,1239,,
grafana_grafana__125780,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,742,1019,,
grafana_grafana__125796,independent,grafana/grafana,human,none,substantive,3,0.666667,0.666667,1,1.3333,1.3333,2,661,1105,,
grafana_grafana__125809,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,1,2,1.6667,2,1232,1106,,
grafana_grafana__125811,independent,grafana/grafana,agent,agent-trailer,substantive,4,0,0.25,0,0.5,0.75,0.75,2216,1208,,
grafana_grafana__125813,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.75,0.5,1.5,1.5,1.25,1584,1109,,
grafana_grafana__125816,independent,grafana/grafana,agent,agent-trailer,substantive,4,1,0.5,0,2,1.25,1,11714,1957,,
grafana_grafana__125864,independent,grafana/grafana,human,none,substantive,3,0.333333,0.666667,0.333333,1.3333,1.6667,1,214,906,,
grafana_grafana__125926,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,0,1,0.3333,1,859,978,,
grafana_grafana__125945,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,1547,1403,,
grafana_grafana__125972,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0,0.333333,1.3333,0,0.6667,413,827,,
grafana_grafana__125978,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,0.666667,1.3333,2,1.6667,1852,1491,,
grafana_grafana__125986,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0,0,1,252,1096,,
grafana_grafana__126002,independent,grafana/grafana,human,none,empty,3,0,0,0.333333,0,0,1,34,1146,,
grafana_grafana__126042,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.6667,1.3333,1,1503,1236,,
grafana_grafana__126104,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.3333,2,2,623,1101,,
grafana_grafana__126109,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0.333333,0.666667,1,1,1.6667,314,917,,
grafana_grafana__126122,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.3333,1.3333,1.6667,856,1077,,
grafana_grafana__126126,independent,grafana/grafana,agent,agent-trailer,substantive,4,1,1,1,2,2,2,879,1197,,
grafana_grafana__126197,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,1176,1462,,
grafana_grafana__126198,independent,grafana/grafana,agent,agent-trailer,empty,3,0,0,0.333333,0,0,1.3333,56,1707,,
grafana_grafana__126201,independent,grafana/grafana,human,none,substantive,3,0.666667,0.666667,1,1.6667,1.3333,2,332,1179,,
grafana_grafana__126264,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,1,1.3333,1.3333,2,1282,1606,,
grafana_grafana__126268,independent,grafana/grafana,human,none,substantive,3,0.666667,0.333333,0,1.3333,1,0.3333,291,823,,
grafana_grafana__126296,independent,grafana/grafana,human,none,substantive,3,0.666667,0.333333,1,1.3333,1,2,471,1100,,
grafana_grafana__126307,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0.333333,0.333333,0.3333,0.6667,1.3333,990,1071,,
grafana_grafana__126319,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.5,0.75,0,1,1.5,0.5,2296,1183,,
grafana_grafana__126380,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.666667,0.6667,0.6667,1.6667,1120,1843,,
grafana_grafana__126390,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,1,1,1.3333,2,1875,2119,,
grafana_grafana__126404,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,1,1.3333,1,2,556,918,,
grafana_grafana__126416,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.25,0.75,1.5,1.25,1.75,941,1133,,
grafana_grafana__126566,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,0.666667,1,1.3333,1.6667,1309,1409,,
grafana_grafana__126593,independent,grafana/grafana,human,none,empty,3,0.333333,0.333333,0.666667,0.6667,1,1.3333,67,789,,
grafana_grafana__126602,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,1,1,1,2,416,1974,,
grafana_grafana__126626,independent,grafana/grafana,human,none,trivial,3,0,0,0,0,0,0,85,866,,
grafana_grafana__126642,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,1623,1404,,
grafana_grafana__126655,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.333333,1.3333,1.3333,1.3333,326,1552,,
grafana_grafana__126660,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,922,1599,,
grafana_grafana__126740,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.25,0.25,0.5,0.5,0.5,1.25,1123,1648,,
grafana_grafana__126781,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.3333,2,2,1046,1149,,
grafana_grafana__126810,independent,grafana/grafana,human,none,empty,3,0,0,0.333333,0,0,0.6667,54,614,,
grafana_grafana__126822,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.75,1,1.75,1.5,2,931,984,,
grafana_grafana__126860,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.333333,0,1.6667,1,1,3082,1822,,
grafana_grafana__126927,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,0.6667,1.3333,1.3333,7277,1145,,
grafana_grafana__126947,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,0.666667,0.6667,0.3333,1.3333,526,972,,
grafana_grafana__127123,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,1,1.6667,1.6667,2,670,1381,,
grafana_grafana__127128,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,0.333333,2,1.3333,1,11945,1827,,
grafana_grafana__127207,independent,grafana/grafana,agent,agent-trailer,trivial,3,0,0,1,0,0,2,179,1181,,
grafana_grafana__127226,independent,grafana/grafana,human,none,empty,4,0,0,0.75,0.5,0.75,1.5,60,1028,,
grafana_grafana__127231,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0.333333,0.333333,1,1.3333,1,878,2262,,
grafana_grafana__127240,independent,grafana/grafana,human,none,substantive,3,0.333333,0,0.333333,1.3333,0.3333,1,4007,1278,,
grafana_grafana__127258,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,1831,1536,,
grafana_grafana__127262,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.5,0.5,1.5,1.25,1.5,5309,1697,,
grafana_grafana__127275,independent,grafana/grafana,agent,agent-trailer,trivial,3,0,0,0.666667,0.6667,0.6667,1.3333,184,1201,,
grafana_grafana__127318,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,5477,1668,,
grafana_grafana__127349,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0.3333,0.3333,0.6667,407,1032,,
grafana_grafana__127455,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0.3333,0,1,353,1686,,
grafana_grafana__127474,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0.6667,0,1,568,2094,,
grafana_grafana__127523,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.6667,857,1086,,
grafana_grafana__127528,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.333333,0.666667,1.6667,0.6667,1.6667,2148,2072,,
grafana_grafana__127552,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,1,2,1.3333,2,1124,1561,,
grafana_grafana__127640,independent,grafana/grafana,human,none,empty,3,0,0,0,0,0,0.6667,47,654,,
grafana_grafana__127641,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,1,2,1.3333,2,1858,1488,,
grafana_grafana__127702,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,1,1,0.6667,2,397,1392,,
grafana_grafana__127739,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,844,1767,,
grafana_grafana__127754,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,772,1097,,
grafana_grafana__127762,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0.666667,0.333333,1,1.3333,1,1445,1929,,
grafana_grafana__127778,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,606,933,,
grafana_grafana__127783,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,2283,1721,,
grafana_grafana__127871,independent,grafana/grafana,agent,agent-trailer,substantive,2,0,0,0.5,0.5,0.5,1,252,707,,
grafana_grafana__127902,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.3333,1.6667,337,1552,,
grafana_grafana__127936,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,808,1140,,
grafana_grafana__127972,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.25,0.5,0.25,0.75,1,0.75,377,962,,
grafana_grafana__128068,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.666667,0,0,1.3333,396,1495,,
grafana_grafana__128080,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.6667,1.6667,1076,788,,
grafana_grafana__128100,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,0.333333,2,0.6667,1.3333,3696,1902,,
grafana_grafana__128114,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,603,1514,,
grafana_grafana__128130,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,2637,1614,,
grafana_grafana__128135,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.6667,1.6667,1633,1701,,
grafana_grafana__128181,independent,grafana/grafana,agent,bot-author,substantive,3,0.333333,0.333333,0,0.6667,0.6667,0.6667,555,754,,
grafana_grafana__128195,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,0.6667,0.6667,1,510,815,,
grafana_grafana__128353,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,705,1003,,
grafana_grafana__128354,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.3333,802,1106,,
grafana_grafana__128429,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.75,0.25,0.75,1.5,0.75,1.75,937,1551,,
grafana_grafana__128501,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0,0.666667,1.3333,0.3333,1.6667,825,953,,
grafana_grafana__128522,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,1,2,1.6667,2,396,897,,
grafana_grafana__128523,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.666667,2,2,1.6667,337,822,,
grafana_grafana__128532,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,1,1,1,2,450,1003,,
grafana_grafana__128549,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,0.666667,1.6667,2,1.6667,2599,1820,,
grafana_grafana__128628,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,1,2,1.3333,2,903,1756,,
grafana_grafana__128658,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,814,1710,,
grafana_grafana__128665,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0.3333,0.3333,0.6667,220,795,,
grafana_grafana__128689,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.666667,0.333333,1,1.3333,1.3333,188,1264,,
grafana_grafana__128706,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.333333,0,1.3333,1,0.3333,3813,1842,,
grafana_grafana__128724,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,3726,1835,,
grafana_grafana__128766,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,0.666667,1.6667,2,1.6667,851,1622,,
grafana_grafana__128790,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0.333333,0.3333,0,0.6667,608,1287,,
grafana_grafana__128796,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,1,2,1.3333,2,1395,1446,,
grafana_grafana__128845,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.333333,0.333333,0.333333,0.6667,0.6667,1,419,1144,,
grafana_grafana__128881,independent,grafana/grafana,human,none,substantive,3,0,0,0.333333,0.3333,0,0.6667,330,778,,
grafana_grafana__128950,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,0.666667,1.6667,1.6667,1.3333,592,972,,
grafana_grafana__129038,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,287,1134,,
grafana_grafana__129058,independent,grafana/grafana,agent,agent-trailer,trivial,3,0,0,0.666667,0.6667,1,1.6667,74,1696,,
grafana_grafana__129131,independent,grafana/grafana,human,none,substantive,3,0.333333,0.666667,1,1,1.3333,2,378,877,,
grafana_grafana__129185,independent,grafana/grafana,agent,agent-trailer,substantive,3,0,0,0,0.3333,0.3333,0.3333,260,865,,
grafana_grafana__129206,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.666667,0.666667,2,1.3333,1.6667,2077,1255,,
grafana_grafana__129207,independent,grafana/grafana,human,none,substantive,3,0,0,0.666667,1,1,1.6667,306,1147,,
grafana_grafana__129229,independent,grafana/grafana,human,none,trivial,3,0.333333,0.333333,0.666667,1,1,1.6667,350,747,,
grafana_grafana__129298,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,0.333333,0.666667,2,1.3333,1.6667,2441,1933,,
grafana_grafana__129387,independent,grafana/grafana,agent,agent-trailer,trivial,3,0,0,0,0,0,0.6667,58,537,,
grafana_grafana__129390,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,1,1,1.6667,2,2,6084,2310,,
grafana_grafana__129394,independent,grafana/grafana,agent,agent-trailer,substantive,3,0.666667,0.666667,1,1.6667,1.6667,2,1385,1204,,
grafana_grafana__129441,independent,grafana/grafana,agent,agent-trailer,substantive,4,0.5,0.5,0.5,1.25,1,1.25,2639,1666,,
grafana_grafana__129458,independent,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,2,2,2,747,1162,,
grafana_grafana__129512,independent,grafana/grafana,human,none,trivial,3,0,0,1,0,0,2,58,1075,,
grafana_grafana__129530,independent,grafana/grafana,human,none,substantive,3,0.666667,0.666667,1,1.3333,1.6667,2,541,1314,,
grafana_grafana__89766,independent,grafana/grafana,human,none,empty,3,0,0,0,0,0,0,45,457,,
grafana_grafana__90369,independent,grafana/grafana,human,none,empty,3,0,0,0.666667,0,0,1.3333,54,1284,,
grafana_grafana__90418,independent,grafana/grafana,human,none,empty,3,0,0,0.666667,0,0,1.6667,44,2039,,
grafana_grafana__90536,independent,grafana/grafana,human,none,empty,3,0,0,0.666667,0.3333,0.6667,1.3333,68,671,,
grafana_grafana__90563,independent,grafana/grafana,human,none,substantive,3,0,0.333333,1,0.6667,1,2,407,1820,,
grafana_grafana__90991,independent,grafana/grafana,human,none,trivial,3,0,0,0.666667,0,0,1.6667,129,854,,
grafana_grafana__91548,independent,grafana/grafana,human,none,empty,3,0,0,0.666667,0.3333,0.3333,1.3333,72,1408,,
grafana_grafana__91688,independent,grafana/grafana,human,none,trivial,2,0,0,0.5,0,0,1.5,98,604,,
grafana_grafana__91849,independent,grafana/grafana,human,none,empty,3,0,0,0.333333,0,0.3333,1,48,978,,
grafana_grafana__92006,independent,grafana/grafana,human,none,empty,3,0,0,0,0,0,0.3333,30,1349,,
grafana_grafana__92572,independent,grafana/grafana,human,none,substantive,3,0,0,0.333333,0,0,0.6667,225,1818,,
grafana_grafana__92649,independent,grafana/grafana,human,none,trivial,3,0,0,0.333333,0.3333,0.3333,0.6667,131,1588,,
grafana_grafana__92759,independent,grafana/grafana,human,none,substantive,3,0,0,0.666667,0.6667,0.3333,1.6667,466,1668,,
